"","Matricula","Campus","Facultad","Carrera","Proceso","HoraRegistro"
"6253","219335","ULV","FCE","CIEDPSICO","Asignación de Cálculo de Cobro",2022-01-31 11:47:40
"6254","219335","ULV","FCE","CIEDPSICO","Confirmación Pago Deposito",2022-01-31 11:49:38
"6255","219335","ULV","FCE","CIEDPSICO","Pago Deposito/Tranferencia",2022-01-31 11:52:31
"6256","219335","ULV","FCE","CIEDPSICO","Inscripción Finalizada",2022-01-31 13:09:28
"6257","219335","ULV","FCE","CIEDPSICO","Pago Deposito/Tranferencia",2022-01-31 12:59:30
"6258","219335","ULV","FCE","CIEDPSICO","Pago Deposito/Tranferencia",2022-01-31 12:43:47
"6259","219336","TUXTLA","FCETGZ","PDGIA","Inscripción Finalizada",2022-01-28 11:48:48
"6260","219336","TUXTLA","FCETGZ","PDGIA","Confirmación Pago Deposito",2022-01-27 13:28:31
"6261","219336","TUXTLA","FCETGZ","PDGIA","Solicitud de Carga Académica",2021-08-04 11:27:41
"6262","219336","TUXTLA","FCETGZ","PDGIA","Confirmación Pago Deposito",2021-08-11 09:24:35
"6263","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2021-08-10 15:30:26
"6264","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2021-08-09 14:57:07
"6265","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2021-08-09 11:01:29
"6266","219336","TUXTLA","FCETGZ","PDGIA","Solicitud de Cálculo de Cobro",2021-08-09 11:08:16
"6267","219336","TUXTLA","FCETGZ","PDGIA","Inscripción Finalizada",2021-08-11 10:20:03
"6268","219336","TUXTLA","FCETGZ","PDGIA","Solicitud de Carga Académica",2022-01-21 10:50:43
"6269","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2022-01-21 10:59:18
"6270","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2022-01-21 10:59:22
"6271","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2022-01-21 10:59:26
"6272","219336","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2022-01-24 09:25:43
"6273","219336","TUXTLA","FCETGZ","PDGIA","Solicitud de Cálculo de Cobro",2022-01-22 00:46:05
"6274","219337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-18 17:21:46
"6275","219337","ULV","NM","BACH","Inscripción Finalizada",2022-01-19 08:38:31
"6276","219337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-18 18:23:23
"6277","219337","ULV","NM","BACH","Confirmación de Pago en Línea",2022-01-18 18:53:56
"6278","219337","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-18 12:54:05
"6279","219337","ULV","NM","BACH","Asignación de Carga Académica",2022-01-18 08:55:48
"6280","219337","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-17 11:04:21
"6281","219337","ULV","NM","BACH","Asignación de Carga Académica",2021-08-11 16:50:13
"6282","219337","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-11 16:28:22
"6283","219337","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-15 09:55:58
"6284","219337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-15 10:54:42
"6285","219337","ULV","NM","BACH","Inscripción Finalizada",2021-08-15 17:52:14
"6286","219337","ULV","NM","BACH","Confirmación de Pago en Línea",2021-08-15 15:01:58
"6287","219337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-03-07 16:30:46
"6288","219337","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-03-07 16:36:12
"6289","219338","ULV","FPC","PSICLI","Inscripción Finalizada",2022-01-26 11:19:52
"6290","219338","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2021-07-29 11:15:21
"6291","219338","ULV","FPC","PSICLI","Pago Deposito/Tranferencia",2021-07-29 14:22:34
"6292","219338","ULV","FPC","PSICLI","Pago Deposito/Tranferencia",2021-07-29 14:26:18
"6293","219338","ULV","FPC","PSICLI","Confirmación Pago Deposito",2021-07-29 18:24:37
"6294","219338","ULV","FPC","PSICLI","Inscripción Finalizada",2021-07-30 08:19:48
"6295","219338","ULV","FPC","PSICLI","Asignación de Carga Académica",2021-07-29 06:58:44
"6296","219338","ULV","FPC","PSICLI","Solicitud de Cálculo de Cobro",2021-07-29 09:36:55
"6297","219338","ULV","FPC","PSICLI","Solicitud de Carga Académica",2021-07-27 15:32:12
"6298","219338","ULV","FPC","PSICLI","Asignación de Carga Académica",2022-01-17 08:43:12
"6299","219338","ULV","FPC","PSICLI","Solicitud de Carga Académica",2022-01-17 08:40:43
"6300","219338","ULV","FPC","PSICLI","Confirmación Pago Deposito",2022-01-17 16:47:26
"6301","219338","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2022-01-17 16:43:53
"6302","219338","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2022-01-17 16:10:59
"6303","219343","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2022-01-17 16:01:09
"6304","219343","ULV","FPC","PSICLI","Solicitud de Cálculo de Cobro",2022-01-17 13:07:55
"6305","219343","ULV","FPC","PSICLI","Asignación de Carga Académica",2022-01-17 12:28:51
"6306","219343","ULV","FPC","PSICLI","Solicitud de Carga Académica",2022-01-17 09:18:41
"6307","219343","ULV","FPC","PSICLI","Inscripción Finalizada",2022-01-23 15:14:30
"6308","219343","ULV","FPC","PSICLI","Pago Deposito/Tranferencia",2022-01-21 10:29:51
"6309","219343","ULV","FPC","PSICLI","Pago Deposito/Tranferencia",2022-01-21 10:34:02
"6310","219343","ULV","FPC","PSICLI","Confirmación Pago Deposito",2022-01-21 12:36:07
"6311","219343","ULV","FPC","PSICLI","Solicitud de Carga Académica",2021-07-27 13:51:57
"6312","219343","ULV","FPC","PSICLI","Asignación de Carga Académica",2021-07-29 06:57:06
"6313","219343","ULV","FPC","PSICLI","Confirmación Pago Deposito",2021-08-16 12:17:24
"6314","219343","ULV","FPC","PSICLI","Inscripción Finalizada",2021-08-16 12:22:27
"6315","219343","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2021-08-09 10:00:28
"6316","219343","ULV","FPC","PSICLI","Solicitud de Cálculo de Cobro",2021-08-08 23:12:26
"6317","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-16 13:33:59
"6318","219344","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-11 23:51:42
"6319","219344","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-12 16:29:29
"6320","219344","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-12 15:36:25
"6321","219344","ULV","NM","BACH","Asignación de Carga Académica",2021-08-12 12:39:26
"6322","219344","ULV","NM","BACH","Inscripción Finalizada",2022-01-24 08:25:08
"6323","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2022-01-21 17:10:14
"6324","219344","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-23 09:59:29
"6325","219344","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-18 16:06:18
"6326","219344","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-17 11:18:31
"6327","219344","ULV","NM","BACH","Asignación de Carga Académica",2022-01-18 08:57:47
"6328","219344","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-18 12:57:26
"6329","219344","ULV","NM","BACH","Inscripción Finalizada",2021-08-17 15:30:25
"6330","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-17 13:27:51
"6331","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-17 12:54:47
"6332","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-17 12:45:06
"6333","219344","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 14:59:19
"6334","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-17 11:17:51
"6335","219344","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-16 17:03:10
"6336","219345","ULV","NM","BACH","Asignación de Carga Académica",2022-01-24 09:01:42
"6337","219345","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-21 12:27:42
"6338","219345","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-24 16:06:47
"6339","219345","ULV","NM","BACH","Inscripción Finalizada",2022-01-24 16:08:34
"6340","219345","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-24 15:20:34
"6341","219345","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-24 12:00:12
"6342","219345","ULV","NM","BACH","Asignación de Carga Académica",2022-01-24 10:47:19
"6343","219347","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-21 13:11:09
"6344","219347","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-20 18:13:45
"6345","219347","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2022-01-20 16:48:51
"6346","219347","ULV","FCA","CPF","Inscripción Finalizada",2022-01-23 17:39:12
"6347","219347","ULV","FCA","CPF","Confirmación Pago Deposito",2022-01-21 13:55:33
"6348","219347","ULV","FCA","CPF","Solicitud de Carga Académica",2022-01-18 17:53:30
"6349","219347","ULV","FCA","CPF","Asignación de Carga Académica",2022-01-20 16:39:21
"6350","219347","ULV","FCA","CPF","Asignación de Carga Académica",2021-07-27 13:02:10
"6351","219347","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2021-07-27 15:19:11
"6352","219347","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-07-27 18:12:51
"6353","219347","ULV","FCA","CPF","Solicitud de Carga Académica",2021-07-26 12:00:18
"6354","219347","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-08-04 16:14:24
"6355","219347","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-08-04 16:03:45
"6356","219347","ULV","FCA","CPF","Confirmación Pago Deposito",2021-08-05 15:57:16
"6357","219347","ULV","FCA","CPF","Inscripción Finalizada",2021-08-05 15:59:54
"6358","219347","ULV","FCA","CPF","Pago Deposito/Tranferencia",2021-08-05 13:05:25
"6359","219349","ULV","NM","KIN","Asignación de Carga Académica",2021-08-12 15:20:24
"6360","219349","ULV","NM","KIN","Solicitud de Cálculo de Cobro",2021-08-12 18:13:20
"6361","219349","ULV","NM","KIN","Solicitud de Carga Académica",2021-08-12 09:16:02
"6362","219349","ULV","NM","KIN","Asignación de Cálculo de Cobro",2021-08-13 08:29:34
"6363","219349","ULV","NM","KIN","Inscripción Finalizada",2021-08-24 11:55:30
"6364","219349","ULV","NM","KIN","Pago Deposito/Tranferencia",2021-08-24 09:58:51
"6365","219349","ULV","NM","KIN","Confirmación Pago Deposito",2021-08-24 09:48:24
"6366","219349","ULV","NM","KIN","Confirmación Pago Deposito",2022-01-31 17:48:51
"6367","219349","ULV","NM","KIN","Inscripción Finalizada",2022-02-01 10:17:33
"6368","219350","ULV","FCA","CPF","Solicitud de Carga Académica",2022-01-17 11:16:28
"6369","219350","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-22 20:25:46
"6370","219350","ULV","FCA","CPF","Inscripción Finalizada",2022-01-23 15:35:19
"6371","219350","ULV","FCA","CPF","Confirmación Pago Deposito",2022-01-23 10:32:21
"6372","219350","ULV","FCA","CPF","Asignación de Carga Académica",2022-01-20 16:43:15
"6373","219350","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-20 18:14:36
"6374","219350","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2022-01-20 17:47:59
"6375","219350","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-20 19:24:29
"6376","219350","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-08-09 14:56:36
"6377","219350","ULV","FCA","CPF","Asignación de Carga Académica",2021-08-09 13:51:40
"6378","219350","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2021-08-09 13:54:15
"6379","219350","ULV","FCA","CPF","Pago Deposito/Tranferencia",2021-08-09 15:23:28
"6380","219350","ULV","FCA","CPF","Inscripción Finalizada",2021-08-09 16:08:47
"6381","219350","ULV","FCA","CPF","Confirmación Pago Deposito",2021-08-09 15:53:14
"6382","219350","ULV","FCA","CPF","Solicitud de Carga Académica",2021-08-04 11:34:45
"6383","219352","ULV","NM","BACH","Asignación de Carga Académica",2021-10-18 11:28:34
"6384","219352","ULV","NM","BACH","Inscripción Finalizada",2021-09-22 17:39:24
"6385","219352","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-09-09 17:59:02
"6386","219352","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-09-09 18:01:57
"6387","219352","ULV","NM","BACH","Confirmación Pago Deposito",2021-09-22 17:33:23
"6388","219352","ULV","NM","BACH","Asignación de Carga Académica",2021-09-07 13:24:53
"6389","219352","ULV","NM","BACH","Solicitud de Carga Académica",2021-09-06 09:46:17
"6390","219352","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-02-24 17:06:27
"6391","219352","ULV","NM","BACH","Confirmación Pago Deposito",2022-02-25 08:53:49
"6392","219352","ULV","NM","BACH","Inscripción Finalizada",2022-02-25 09:45:17
"6393","219352","ULV","NM","BACH","Solicitud de Carga Académica",2022-02-23 11:58:07
"6394","219352","ULV","NM","BACH","Asignación de Carga Académica",2022-02-23 17:00:49
"6395","219352","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-02-23 17:28:44
"6396","219354","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-11 21:06:10
"6397","219354","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-11 20:59:56
"6398","219355","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2021-08-09 10:54:06
"6399","219355","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-08-09 12:01:04
"6400","219355","ULV","FCA","CPF","Solicitud de Carga Académica",2021-08-05 15:57:15
"6401","219355","ULV","FCA","CPF","Asignación de Carga Académica",2021-08-05 22:01:27
"6402","219355","ULV","FCA","CPF","Confirmación Pago Deposito",2021-08-18 16:38:56
"6403","219355","ULV","FCA","CPF","Inscripción Finalizada",2021-08-18 16:43:36
"6404","219355","ULV","FCA","CPF","Solicitud de Carga Académica",2022-01-21 07:38:45
"6405","219355","ULV","FCA","CPF","Asignación de Carga Académica",2022-01-21 11:02:28
"6406","219355","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-23 13:58:21
"6407","219355","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-23 14:13:07
"6408","219355","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-23 14:16:28
"6409","219355","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-23 14:04:00
"6410","219355","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-23 08:43:15
"6411","219355","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2022-01-21 14:21:18
"6412","219355","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-24 11:53:39
"6413","219355","ULV","FCA","CPF","Confirmación Pago Deposito",2022-01-24 15:25:30
"6414","219355","ULV","FCA","CPF","Inscripción Finalizada",2022-01-26 10:11:31
"6415","219357","TUXTLA","FICTGZ","CPTGZ","Confirmación Pago Deposito",2022-01-25 12:10:53
"6416","219357","TUXTLA","FICTGZ","CPTGZ","Inscripción Finalizada",2022-01-25 13:44:19
"6417","219357","TUXTLA","FICTGZ","CPTGZ","Asignación de Carga Académica Automática",2022-01-24 11:53:42
"6418","219357","TUXTLA","FICTGZ","CPTGZ","Solicitud de Cálculo de Cobro",2022-01-24 12:01:27
"6419","219357","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2022-01-24 12:37:16
"6420","219357","TUXTLA","FICTGZ","CPTGZ","Solicitud de Carga Académica",2022-01-24 09:45:12
"6421","219357","TUXTLA","FICTGZ","CPTGZ","Asignación de Carga Académica",2021-08-05 18:09:58
"6422","219357","TUXTLA","FICTGZ","CPTGZ","Solicitud de Carga Académica",2021-08-05 14:22:13
"6423","219357","TUXTLA","FICTGZ","CPTGZ","Solicitud de Cálculo de Cobro",2021-08-06 15:08:32
"6424","219357","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2021-08-06 15:17:47
"6425","219357","TUXTLA","FICTGZ","CPTGZ","Confirmación Pago Deposito",2021-08-11 11:28:48
"6426","219357","TUXTLA","FICTGZ","CPTGZ","Inscripción Finalizada",2021-08-11 11:38:49
"6427","219360","ULV","FCS","ENF","Inscripción Finalizada",2021-08-10 08:11:15
"6428","219360","ULV","FCS","ENF","Confirmación de Pago en Línea",2021-08-09 18:30:08
"6429","219360","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-03 17:54:08
"6430","219360","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-29 07:42:31
"6431","219360","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-02 05:28:38
"6432","219360","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-02 16:23:17
"6433","219360","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-08-02 14:00:32
"6434","219360","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-23 09:16:05
"6435","219360","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-22 04:12:17
"6436","219360","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-20 15:02:48
"6437","219360","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-20 14:59:01
"6438","219360","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-24 11:17:50
"6439","219360","ULV","FCS","ENF","Confirmación Pago Deposito",2022-02-01 11:48:48
"6440","219360","ULV","FCS","ENF","Inscripción Finalizada",2022-02-01 12:58:50
"6441","219364","ULV","FCA","CPF","Solicitud de Carga Académica",2022-01-17 15:22:28
"6442","219364","ULV","FCA","CPF","Confirmación Pago Deposito",2022-01-21 13:34:40
"6443","219364","ULV","FCA","CPF","Inscripción Finalizada",2022-01-23 15:08:57
"6444","219364","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2022-01-21 11:11:46
"6445","219364","ULV","FCA","CPF","Asignación de Carga Académica",2022-01-21 11:06:16
"6446","219364","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-21 11:18:13
"6447","219364","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-21 11:52:44
"6448","219364","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-21 11:47:19
"6449","219364","ULV","FCA","CPF","Asignación de Carga Académica",2021-07-29 16:58:18
"6450","219364","ULV","FCA","CPF","Solicitud de Carga Académica",2021-07-26 19:35:56
"6451","219364","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-08-03 12:17:07
"6452","219364","ULV","FCA","CPF","Asignación de Carga Académica",2021-08-03 11:20:03
"6453","219364","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2021-08-03 10:44:40
"6454","219364","ULV","FCA","CPF","Confirmación de Pago en Línea",2021-08-04 11:53:17
"6455","219364","ULV","FCA","CPF","Inscripción Finalizada",2021-08-04 18:05:10
"6456","219365","ULV","NM","KIN","Solicitud de Cálculo de Cobro",2021-08-10 14:31:01
"6457","219365","ULV","NM","KIN","Asignación de Cálculo de Cobro",2021-08-10 17:46:40
"6458","219365","ULV","NM","KIN","Solicitud de Carga Académica",2021-08-10 12:45:55
"6459","219365","ULV","NM","KIN","Asignación de Carga Académica",2021-08-10 13:04:14
"6460","219365","ULV","NM","KIN","Confirmación de Pago en Línea",2021-08-11 14:54:49
"6461","219365","ULV","NM","KIN","Inscripción Finalizada",2022-02-09 09:48:39
"6462","219365","ULV","NM","KIN","Pago Deposito/Tranferencia",2022-02-08 16:41:11
"6463","219365","ULV","NM","KIN","Confirmación Pago Deposito",2022-02-09 09:35:58
"6464","219366","ULV","NM","BACH","Pago Deposito/Tranferencia",2022-01-24 14:11:27
"6465","219366","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-24 09:59:51
"6466","219366","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-25 15:26:37
"6467","219366","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-25 17:31:28
"6468","219366","ULV","NM","BACH","Inscripción Finalizada",2022-01-25 16:05:34
"6469","219366","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-24 09:22:10
"6470","219366","ULV","NM","BACH","Asignación de Carga Académica",2022-01-24 09:10:25
"6471","219366","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-23 23:02:11
"6472","219366","ULV","NM","BACH","Confirmación Pago Deposito",2021-09-06 12:59:07
"6473","219366","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-09-02 15:25:18
"6474","219366","ULV","NM","BACH","Solicitud de Carga Académica",2021-09-02 11:15:54
"6475","219366","ULV","NM","BACH","Asignación de Carga Académica",2021-09-02 11:29:34
"6476","219366","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-09-02 11:30:28
"6477","219366","ULV","NM","BACH","Inscripción Finalizada",2021-09-06 17:16:43
"6478","219368","ULV","NM","BACH","Inscripción Finalizada",2021-08-18 10:55:05
"6479","219368","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 17:15:36
"6480","219368","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 17:15:56
"6481","219368","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-17 17:11:44
"6482","219368","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 17:12:52
"6483","219368","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 17:18:18
"6484","219368","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-17 16:11:50
"6485","219368","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-17 14:25:50
"6486","219368","ULV","NM","BACH","Asignación de Carga Académica",2021-08-17 15:27:12
"6487","219368","ULV","NM","BACH","Asignación de Carga Académica",2022-01-27 12:15:39
"6488","219368","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-27 16:33:28
"6489","219368","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-27 16:42:16
"6490","219368","ULV","NM","BACH","Inscripción Finalizada",2022-01-27 17:19:50
"6491","219368","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-27 16:43:59
"6492","219368","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-27 10:07:00
"6493","219369","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-27 10:08:47
"6494","219369","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-27 17:03:02
"6495","219369","ULV","NM","BACH","Inscripción Finalizada",2022-01-27 17:19:24
"6496","219369","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-27 16:38:17
"6497","219369","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-27 16:49:07
"6498","219369","ULV","NM","BACH","Asignación de Carga Académica",2022-01-27 12:13:45
"6499","219369","ULV","NM","BACH","Asignación de Carga Académica",2022-01-27 12:14:52
"6500","219369","ULV","NM","BACH","Asignación de Carga Académica",2021-08-17 15:29:01
"6501","219369","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-17 14:28:14
"6502","219369","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-17 16:12:27
"6503","219369","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-17 17:18:43
"6504","219369","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-17 17:16:44
"6505","219369","ULV","NM","BACH","Inscripción Finalizada",2021-08-18 10:55:36
"6506","219370","ULV","NM","PRIM","Inscripción Finalizada",2021-08-17 15:06:03
"6507","219370","ULV","NM","PRIM","Confirmación Pago Deposito",2021-08-17 10:50:28
"6508","219370","ULV","NM","PRIM","Confirmación Pago Deposito",2022-01-21 11:47:30
"6509","219370","ULV","NM","PRIM","Inscripción Finalizada",2022-01-21 13:12:20
"6510","219370","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 17:27:54
"6511","219370","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 16:00:43
"6512","219370","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-11 10:32:45
"6513","219370","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-10 09:28:49
"6514","219370","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-10 11:06:17
"6515","219370","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-10 22:17:01
"6516","219371","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-10 22:17:56
"6517","219371","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-10 09:36:21
"6518","219371","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-10 11:12:13
"6519","219371","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-11 10:35:12
"6520","219371","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 16:05:04
"6521","219371","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 16:10:32
"6522","219371","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 16:09:14
"6523","219371","ULV","NM","PRIM","Pago Deposito/Tranferencia",2022-01-20 17:28:40
"6524","219371","ULV","NM","PRIM","Inscripción Finalizada",2022-01-21 13:12:06
"6525","219371","ULV","NM","PRIM","Confirmación Pago Deposito",2022-01-21 11:47:53
"6526","219371","ULV","NM","PRIM","Confirmación Pago Deposito",2021-08-17 10:51:14
"6527","219371","ULV","NM","PRIM","Inscripción Finalizada",2021-08-17 15:13:56
"6528","219373","TUXTLA","MUSTGZ","MUSTGZ","Solicitud de Carga Académica",2021-08-18 21:13:42
"6529","219375","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-09-27 09:58:38
"6530","219375","ULV","NM","BACH","Pago Deposito/Tranferencia",2022-01-23 21:21:33
"6531","219375","ULV","NM","BACH","Asignación de Cálculo de Cobro",2022-01-19 17:48:38
"6532","219375","ULV","NM","BACH","Asignación de Carga Académica",2022-01-19 11:12:02
"6533","219375","ULV","NM","BACH","Solicitud de Carga Académica",2022-01-19 10:46:17
"6534","219375","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2022-01-19 12:33:58
"6535","219375","ULV","NM","BACH","Asignación de Carga Académica",2021-08-12 18:40:05
"6536","219375","ULV","NM","BACH","Solicitud de Cálculo de Cobro",2021-08-12 18:44:42
"6537","219375","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-12 11:57:45
"6538","219375","ULV","NM","BACH","Asignación de Cálculo de Cobro",2021-08-13 09:00:38
"6539","219375","ULV","NM","BACH","Pago Deposito/Tranferencia",2021-08-15 17:57:14
"6540","219375","ULV","NM","BACH","Confirmación Pago Deposito",2021-08-15 17:59:29
"6541","219375","ULV","NM","BACH","Inscripción Finalizada",2021-08-15 18:01:26
"6542","219375","ULV","NM","BACH","Inscripción Finalizada",2022-01-26 08:43:34
"6543","219375","ULV","NM","BACH","Confirmación Pago Deposito",2022-01-25 18:00:42
"6544","219380","ULV","FT","TEO","Asignación de Carga Académica",2022-02-02 10:38:07
"6545","219380","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-02-03 09:21:23
"6546","219380","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-03 09:39:34
"6547","219380","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-03 09:40:08
"6548","219380","ULV","FT","TEO","Inscripción Finalizada",2022-02-03 11:34:13
"6549","219380","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-03 09:42:48
"6550","219380","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-18 12:01:12
"6551","219380","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-18 11:59:46
"6552","219380","ULV","FT","TEO","Inscripción Finalizada",2021-08-18 12:17:27
